customer_tweet_id,support_tweet_id,customer_text,support_text,intent,proposal_confidence,expected_decision,status,reviewer_intent,reviewer_decision,review_notes
257732,257730,@AppleSupport Being told my iCloud storage may be downgraded but card payment processing is temporarily down and I can’t re-confirm my card.,@177309 You’ve come to the right place! We have a team of iTunes Store experts who you can reach out to here: https://t.co/SDIe7UiyJN,apple_id_icloud_account,0.54,escalate,approved,apple_id_icloud_account,escalate,no correction rule fired; seed label retained
294368,294370,@AppleSupport Because I have iCloud library on it won't sync to my phone,@186102 Are you in the US? Please reply in DM. https://t.co/GDrqU22YpT,apple_id_icloud_account,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
296803,296802,@AppleSupport I’m unable to sync my notes from one of my Macs to iPad or other Mac. Is iCloud down?? Tried various different things.,"@186703 iCloud is up and running: https://t.co/7NVrDovSd8
Tell us what happens when you try to sync Notes, and we’ll help out.",apple_id_icloud_account,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
309275,309277,@AppleSupport restart does not help. If I try on cellular I get an error “verification failed. There was a problem connecting to the server” https://t.co/ahjiblDUNg,@188890 Let's take a look into this together. Send us a DM to get started. https://t.co/GDrqU22YpT,apple_id_icloud_account,0.54,escalate,approved,apple_id_icloud_account,escalate,no correction rule fired; seed label retained
4879,4878,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,@116855 We want to help. Does restarting help at all? DM us which iOS version you're on and we'll continue support there. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
6657,6656,@AppleSupport My wife made the mistake of updating to 11. How can we revert back? Her password keeper app is now dead. She can't access her passwords.,@117177 You won't be able to revert the system to pre-iOS 11 but we can look into the issues. DM us and we'll get started. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,escalate,no correction rule fired; seed label retained
23084,23083,@AppleSupport I have tried it on different WiFi and cell data. It seems to not work. Then quite some time after I have tired to download it will pop up multiple times to allow it to download then later it downloads out of no where. So it’s strange.,@121028 We definitely understand where you're coming from. Let's take a deeper look into this. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
34581,34582,"@AppleSupport Basically for a chat to be opened from call log, the message app should be opened/running in background. Otherwise, it takes twice.",@123491 We'd like to take a closer look at what's happening. Send us a DM and we'll meet up with you there. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
35262,35260,"@AppleSupport I got refunded for an in app purchase on Monday &amp; got a conformation email, but there’s no sign of it in my account yet...","@123684 Hey there! Depending on your bank, it can take 3-5 business days to reflect in your account. We hope this helps.",apps_media,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
35979,38205,@AppleSupport You guys over charged me on music I bought on iTunes and I want my money back I’m mad as hell,@123826 We want to help. You can reach our iTunes support team here: https://t.co/SDIe7UiyJN,apps_media,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
38227,38226,"@1756 @115858 Mine is shite mate....crashing, turning itself off, apps randomly freezing, won’t let me call anyone @115858 @AppleSupport",@124304 We'd like to look into this with you. When did these issues begin? Tell us in a DM. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
48044,48042,"@AppleSupport Hi, I've just reset my phone and restored from icloud but none of my apps are downloading.",@126743 We are here to help you get your apps back. Are you connected to Wi-Fi? Did other things such as your Messages come back?,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
53538,53537,"@AppleSupport Major security breach on iCloud evident - any issues reported? Sign-in and got other people’s information, books, music etc etc",@128097 We'd like to look into this with you. Let's continue in DM. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
55970,55972,@AppleSupport 11.1 which has been causing many glitches on my phone between apps/internet connection &amp; keyboard,@128698 Thanks for that info. Reach out to us in DM and we will happily help to look into this further. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
58272,58271,@AppleSupport I’m having trouble setting up my iCloud Music Library on my iPhone 7+. It’s been saying “temporarily unavailable” all day. Can you help?,@129233 We've got you. Is this still happening after restarting and trying with different Wi-Fi networks? Let's also get your iOS version. That'll help us get started.,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
90647,90646,@AppleSupport Hello! Do you guys know if it is possible to store the Photos app library in a NAS? I don’t need to sync iCloud. Thank you!,"@135623 Hey, we can get you pointed in the right direction for questions regarding Photos. Please reach out to our Photos experts using this link: https://t.co/IBIY3vMgPj They'll help you out.",apps_media,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
92872,92871,@AppleSupport @136106 I paid full price to use your app and now it’s not working?,@136105 We'd like to look into this with you. Please DM us more about what's happening. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
98857,98856,"@AppleSupport it's doing it again. So I run my Watch 3 workout app, pick the HIIT workout. Do a 30 minute Nike Training Club workout. The numbers don't add up. Is there anyway I can delete the data from the app? Do I need to disable it in the Watch app? https://t.co/9Uoznn55VW",@137639 Good to know. Please clarify for us in DM which data you want to remove from the app to continue. https://t.co/GDrqU22YpT,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
98878,98876,"@AppleSupport My iPhone 8+ has suddenly began acting up. It’s randomly restarting by itself, no sound is working as in when I receive a text or call my phone doesn’t make a sound. My touchscreen isn’t responsive sometimes and I can’t play videos in apps, like YouTube or Hayu.","@137647 Thanks for reaching out to us. Let's work to get this resolved together. Let's start with the the sound issue. Which version of iOS is installed currently? Also, check out this article for help with it as well: https://t.co/4Kux8rhhGX",apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
104194,104193,"@AppleSupport my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",@138974 We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here: https://t.co/0yFHFRYSnX,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
120620,120618,@AppleSupport I can not close apps while on my iphoneX (during an active call),@142816 We'd like to help. This article will explain how to force quit apps on your iPhone: https://t.co/RqqIctrDWV,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
167288,167287,@AppleSupport Why can’t I close my “open apps” when I’m on a phone call? I’m using an iPhone X.,@154900 Hi there. We'd like to make sure you are not having any trouble using your device. Closing apps is often important. Are you using the App Switcher to close apps? Check out this link here: https://t.co/Ri6umArmx1 There are also some additional tips in this guide.,apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
170365,170367,@AppleSupport I have the iPod touch (the latest one) the video will either buffer for a while or come up with an explanation mark in a circle. I want to try and put it onto my computer but because it’s doing this it won’t - also won’t let me transfer it to anything or upload to YouTube etc,@155694 Thanks! Tap Settings &gt; Photos on your iPod. Do you have iCloud Photo Library enabled?,apps_media,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
177015,177014,@AppleSupport I joust got a new phone and none of my apps are downloading... I tried like 10 different WiFi connections and they are just sitting there doing nothing 😭😭😭,"@157660  It's awesome to here when someone gets a new product made by us. We thank you and would love to help! Did you already try restarting the device? If this does not work, what's the device model? Send us a DM.",apps_media,0.54,escalate,approved,apps_media,auto_handle,no correction rule fired; seed label retained
6860,2052602,"@AppleSupport fix the battery issue please, fix the music issue, please...
iOS11 isn't Apple product, it's some shitty buggy no name product.
FIX IT!!!",@607038 We'd like to help with both of the issues you're having on your device after updating to iOS 11. DM us the model you have here: https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
11665,11667,@AppleSupport My backup was stored to my MacBook Pro which battery died 2 months ago.,@118252 Let's take a look at this together in DM. https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
33333,1996468,"@123366 @AppleSupport This happens to me too, there is also a video streaming bug in Safari. Phone gets really warm and drains battery (3% in 90 seconds) using YT","@250825 Hey, we'd like to work with you to get everything sorted. DM us the iOS version of your iPhone and we'll go from there. https://t.co/GDrqU22YpT",battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
33408,33409,@AppleSupport @123388 I hate it !! The entire format changed! When I receive a call I have to say hello 2x no one hears me the first time battery dies quick 😡,@123389 We want to help! Please join us in DM to get started troubleshooting. https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
34627,34625,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,@123506 We'd like to help you with this. Are you using the charging cable that came with your iPhone? Have you tried another cable?,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
35347,35346,"@AppleSupport my iphone 6s is rendered two 2 hours. Drained battery, killed all non used apps and still two hours. #newiosblows",@123705 Let's look into what's happening together. Send us a DM telling us the country you're located in to begin. https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
61361,667053,@AppleSupport I got a problem in ios11.1.2 stopped the battery rate exceeded 1 hour long time around the clock and not charging !! 😑,"@190290 Let's take a closer look together to get it charging again. As you've already left it charging for an hour on its current charger, have you tried another Apple-branded charger and power block?

Any other steps tried since this started and when did this start?",battery_power,0.54,escalate,approved,device_hardware_charging,escalate,charging hardware cue without drain-life complaint → device_hardware_charging
90868,90867,@AppleSupport OK. So why whenever I close my Macbook or let my screen sleep I have to power it off and on to make it work? Shouldn't have upgraded.,"@135688 We would like to try a couple of different troubleshooting steps regarding your Mac. There’s a few settings that we can help reset that may clear up your issue.

First would be an SMC reset: https://t.co/FYojVXHuwn

Second would be a NVRAM reset: https://t.co/sf0JEbUJVS",battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
92735,92734,Why is it my Cloud Account has deleted items I had Not Moved into the Trash? Policy Violations by Illegitimate Assumed Power...@115858 @AppleSupport @2912 @136082 @136083 @4831 @120330 @136084 @131187 @119737 https://t.co/8OT2GR4Z46,@136081 That’s not what we’d like to hear. Can you start by letting us know more about what has happened in DM? We’d like to confirm what files were lost as well as the free available space on your iCloud account. You can follow the steps here: https://t.co/7vNd2QAL5s https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,battery_power,escalate,no correction rule fired; seed label retained
92762,92760,How do you activate the emergency sos with the X because hitting the power button continuously just brush up my Apple Pay @AppleSupport,@136094 Thanks for reaching out to us. We'd be happy to help. This article shows how to activate an emergency call on your iPhone X: https://t.co/NOFjqtl0yV,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
92823,2561814,@AppleSupport Will a wireless charging base recharge my iPhone 8 when it has a smart battery case on it?,@246432 We're here to help. More information about charging wirelessly with a case can be found here: https://t.co/5850eWPUr4,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
95205,95204,@AppleSupport #iOS11 .1.2 makes my #iPhone sluggish. Disconnects trom WiFi. Battery drains so quick and lot more. I was happy enough with 11.0.3. Never faced such issues with earlier versions to #iOS11,"@136703 Hi there! You've come to the right place. Let's get things resolved together so you're back to loving your iPhone. We'll tackle each issue, one at a time. Let's start with things being sluggish. Where are you noticing that? Please DM us. https://t.co/GDrqU22YpT",battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
97056,97058,"@AppleSupport Only about 10 of my contacts transfer to my 2017 Acura RDX. Sometimes my screen becomes unresponsive. My voicemail box has disappeared and reappeared. This morning my time, service, and battery disappeared from my home screen https://t.co/1AEu9VYIcl",@137189 Let's find out what's going on. Could you Direct Message us and let us know what iOS version the iPhone is on? https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
112856,112855,"Hey @AppleSupport 11.2.1 is killing my battery- big time. iPhone 6s+ I used to make it to 3 pm and still have 80%. I’m below 40 already (3:15). And no, I don’t use the @126972 app.",@141087 Thanks for contacting us. We know how important battery life is. We'd be happy to help in any way we can. Let's meet in DM to troubleshoot together. https://t.co/GDrqU22YpT,battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
119483,119482,@AppleSupport can you tell me why the new updates now make my iphone6s die at 40% battery? Or if charged overnight to 100% it dies as soon as its unlocked,@142508 Battery life is important. We'd be happy to look into this with you. Can you provide us the iOS version you're using? This can be located in Settings &gt; General &gt; About &gt; Version.,battery_power,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
145289,145291,"@AppleSupport Team, I tried configuring “Hey Siri” on my iPhone 5s while it was connected to power. It still doesn’t recognise my voice when I call out “Hey Siri” during the setup. Please help.","@148935 Hey there, we understand you're having the same problem with Siri. We'd like to help you more with this. DM us and let us know what country you live in next. https://t.co/GDrqU22YpT",battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
146710,146709,"Dear @115858 @AppleSupport - this is NOT a full battery. Phone died, put on the charger and went from 1% to 100% in 2 minutes...SORT IT OUT(I have done all the battery optimisation stuff already AND a full restore) 11.1.2 is SHITE... https://t.co/7kVeLAKAQR","@149306 We know battery life is important on your iPhone, and we'll be happy to see how we can help. Send us a DM with the country you're currently located in, and we'll continue from there. https://t.co/GDrqU22YpT",battery_power,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
146764,2897732,"@AppleSupport @AppleSupport - is it typical for your IPhone 7 to have battery and other issues? Shutting down randomly, won’t turn back on until you plug it into a charger, random glitches, phone just doesn’t seem reliable, did I get a lemon?","@802855 We're happy to help with any issues you're experiencing with your iPhone 7. In DM, please let us know which software version you're using. https://t.co/GDrqU22YpT",battery_power,0.54,escalate,approved,device_hardware_charging,escalate,charging hardware cue without drain-life complaint → device_hardware_charging
151543,151541,"@AppleSupport in addition to 11.1.2 burning through my battery, it appears to also be burning through my data.  Now I’m getting charged.  Please address!",@150611 We'd like to help you manage that data. Let's follow the steps in this article to figure out what's causing the problem: https://t.co/TF9meIVQH0,battery_power,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
159570,159571,"@AppleSupport The battery percentages now match, but without resetting the phone, a long lag in updating on that screen. Just odd, caught me off guard.","@152735 Nice catch. We're glad they match now. Please let your voice be heard through Feedback. Each feedback submission is read, then forwarded to the appropriate team for further review. Click here to share your thoughts: https://t.co/eTPVYVFyd8",battery_power,0.54,escalate,approved,battery_power,auto_handle,no correction rule fired; seed label retained
188563,188562,"I don't get your guys, @AppleSupport ...i goto your store to get help, and they can't help me.  they setup an #AppleCare call and...",@160256 Let's see how we can help. Can you tell us what the issue was? Thanks.,connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
206918,206917,@AppleSupport Wifi shortcut does not disable wifi #iOS11 #bug,@164996 We're here to help. The Wi-Fi feature in the control center only disconnects Wi-Fi devices. https://t.co/G7BHuQnDS6,connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
354538,354537,Never answered this morning so I had to drive in to check repair status. Promised a call back today n nothing @AppleSupport Still no answer.,@175349 We'd like to help. Meet us in DM and we'll take a further look at this with you. https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
506493,506495,@AppleSupport I have PowerBeats 3 &amp; my Lexus NT all have had issues staying connecting to Bluetooth since I got my X. My Alta HR Fitbit won’t sync at all anymore even after restarting it. Please help.,"@236217 To get started, let us know which iOS version is installed on the iPhone X. You can check this by going to Settings &gt; General &gt; About?",connectivity_network,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
561817,561820,"@AppleSupport Then a connect to itunes with cable. Check wi-fi connection, sync and nothing happens! https://t.co/4DWtkbEaes","@251469 Okay, thanks. Let's get to DM for our next steps. https://t.co/GDrqU22YpT",connectivity_network,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
617244,617242,why is wifi not automatically connecting when i come home? which location service do i need to enable? @AppleSupport,@193129 It's important to have your device connecting to your network on its own. Let's look into this. Can you provide us which iOS is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
637490,637489,@AppleSupport I’ll call AppleCare tomorrow. Going in circles here.,@271155 Wonderful! We look forward to speaking with you soon.,connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
661654,2557255,@AppleSupport @115858 @AppleSupport  first time in life I am excited abt the one+ launch tonight! Thanks to Apple for the glorious 6years and glitchy 7th year. Facing signal issues in my iPhone 7Plus(phone still in warranty)  for the past 3 months and no proper response frm Apple India,@726019 Let's look into these signal issues together. Let us know in DM which iOS version you're running on your iPhone. You can view the version in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
795776,795775,"@AppleSupport Disable, or allow me to disable, automatic #Bluetooth radio activation or I’m done with #iphone and #ipad.","@309737 We've got you. To turn off Bluetooth, go to Settings &gt; Bluetooth and toggle it off.",connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
975795,975793,"@AppleSupport Where to Check for what is still in restore please? No details for making the ‘cancel’ call.
Been ‘restoring’ for over 24 hrs. https://t.co/4NVMOVTmei",@351411 Let's meet up in DM to discuss options on how to proceed from this point. https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
999216,999215,"@AppleSupport not receiving notifications while driving, can you disable that feature? What if there's an emergency phone call?","@356597 Thanks for reaching out. If you're referring to Do Not Disturb while driving, check here for info: https://t.co/BdISLrN866",connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
1009074,1009073,@AppleSupport why does the wifi get activated automatically in control panel even when I disable it? https://t.co/1aSiyLrv7a,@358776 We are here to help. This article will tell you more about Control Center in iOS 11. https://t.co/G7BHuQnDS6,connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
1078392,1078391,"@AppleSupport since updating to ios11 non Apple Bluetooth devices dropsout or keeps disconnecting, doing a restore doesn’t help either",@374390 We'll be happy to assist as best we can. Are you running iOS 11.0.3 which was released earlier this week?,connectivity_network,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
1205023,1205025,@AppleSupport I purchase in from China appstore. I've try to contact china apple support but they need to enter a China phone number in-order to arrange a call back (which I dont have). And Malaysia apple support's number redirect me to apple website again ... I'm really lost,@403037 Thanks for reaching out to us about this. We'd like to gather some info from you to make sure we get you the best support possible and help out. It sounds like you purchased an App from the China App Store but live in Malaysia and are now having an issue with that app? https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
1244983,1244980,@AppleSupport Is it routine for Apple to call person after the online purchase of a MacBook Pro to verify info? What if not reachable?,"@143491 Thanks for reaching out! If you've got a question about a sales or an order, contact our Sales Support here: https://t.co/8yjRd1Xo0i",connectivity_network,0.54,escalate,approved,purchases_billing_subscriptions,escalate,billing/payment cue without auth problem → purchases_billing_subscriptions
1338076,1338078,@AppleSupport I did another order &amp; it went through but it said 12/7. What number do I call to see if I can get them to replace my reservation with that?,"@432103 Please visit: https://t.co/8gHzWPeVn5
From there you will find the best contact number or you can choose to chat.",connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
1363243,1363242,"@AppleSupport need help on completing iPhone X reservation order, but chat and call support are unavailable. Thanks",@437423 Hi there! You will need to reach out to our online sales team:  https://t.co/8yjRd1Xo0i,connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
1374967,1374966,"@AppleSupport Been trying to call all day but they aren't taking calls for high volume. I need to change the credit card on my order, urgent","@440052 Hi there! Meet us in DM with what country you're located in, and we'll look into this with you. https://t.co/GDrqU22YpT",connectivity_network,0.54,escalate,approved,orders_repairs_support,escalate,repair/warranty cue without network complaint → orders_repairs_support
1433717,1433719,@AppleSupport I’ve tried signing out and back into Game Center. Resetting my network settings. Even did a full restore on my iPad. Still not reliable.,@450014 Sounds like you've done some great steps there. Let's meet up in DM at the link below. Message us with which country you're in. https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,sync_setup_data,auto_handle,backup/sync signal without account-lock cues → sync_setup_data
1473371,1473374,"@AppleSupport Hello. Here’s the problem:
Swipe up.
Disable wifi.
But.
Goto settings.
Wifi still on. 

The swipe up control panel thing seems ineffective.",@462008 OK. Let's take this conversation to DM. Which country are you located in? https://t.co/GDrqU22YpT,connectivity_network,0.54,escalate,approved,connectivity_network,auto_handle,no correction rule fired; seed label retained
